id,sentiment,sentiment_reason,themes
W2000541088,neutral,"The text does not contain any emotional or evaluative language related to Israel, and the mention of Israel is only as a geographical location in an archaeological context, without any positive, negative, or emotional connotations.",
W2000687143,neutral,"The text appears neutral because it presents a factual analysis of the rules of origin dispute between the European Union and Israel, without expressing any emotional or evaluative tone towards 'Israel'.","occupation, colonialism, apartheid, oppression, nation building, Zionism, Nakba"
W2000910683,negative,"The title 'Smoke Screen: Israel and the Bomb' suggests that the book has a critical or negative tone towards Israel, possibly implying that the country's actions are misleading or deceptive.","colonialism, occupation, genocide, apartheid, war crimes, Zionism, Nakba, antisemitism"
W2001035450,positive,"The title mentions 'On Behalf of Israel', which suggests a positive stance towards the country and its people.","Zionism, Anti-Zionism, Colonialism, Settler colonialism, Apartheid, Genocide, Fascism, Occupation, Oppression, Nakba, Holocaust"
W2001157985,neutral,"The text provides a factual account of the ceremony and does not express any emotions or opinions about Israel. It presents historical facts, such as Rahm Emanuel's military service and his father's involvement in the 1948 Middle East war, without expressing any sentiment.","occupation, colonialism, settler colonialism, apartheid, peace"
W2001188570,negative,"The text discusses settler colonialism, violence, dispossession, and the erasure of the Palestinian/Arab 'other' in Israeli nationalist imagination, which suggests a negative view towards Israel.","colonialism, settle colonialism, apartheid, occupation, oppression, genocide, ethnic cleansing, nationalism, liberalism, Zionism, Nakba"
W2001235370,positive,"The text has a positive tone towards Palestinian citizens of Israel, as it focuses on their empowerment and self-reflection, rather than negative aspects.","colonialism, settler colonialism, occupation, oppression, resistance, Zionism, Nakba"
W2001313301,negative,"The text mentions Israel's occupation, banning orders, and the consequences of dependency on Israel, which are all negative sentiments towards 'Israel'. Additionally, the text describes Israel's actions as a 'carrot and stick counter-insurgency campaign' and mentions Ariel Sharon's bulldozers, which reinforces the negative sentiment.","colonialism, occupation, oppression, resistance, war crimes, settler colonialism"
W2001417698,neutral,"The text appears to be a factual analysis of the Israeli peace movement, presenting historical events and facts without expressing any emotional or evaluative tone.","peace, occupation, Zionism, Nakba, liberalism, democracy, nation building"
W2001574528,negative,"The text mentions 'high-status outgroup' and 'low-status group members' which implies that the high-status group (likely Israel) is being viewed unfavorably by the low-status group members, indicating a negative sentiment towards Israel.","ethno-national, settler colonialism, occupation, oppression, national building, Zionism, Zionist"
W2001712479,negative,"The text mentions 'persecution', 'torture', and 'erosion of the rule of law' in relation to Israel, which implies a negative sentiment towards Israel.","colonialism, occupation, oppression, resistance, racism, Nakba, Zionism"
W2001955283,negative,"The text describes a situation where Palestinians are being 'outmaneuvered' and 'fobbed off with the shadow of their heart's desire', implying that they have been unfairly treated in the past. The tone suggests frustration, disappointment, and mistrust towards Israelis and Western countries.","colonialism, occupation, oppression, resistance, settlement, apartheid"
W2001958605,negative,"The title mentions a Congressman's experience with the 'pro-Israel lobby' and how it influences US foreign policy and elections, suggesting that the author has a critical or negative view of the lobby.","lobbyism, foreign policy, elections, politics"
W2002154054,neutral,"The text appears to be an academic analysis of Palestinian refugees, with no direct mention or criticism of Israel as a state or its policies.","occupation, refugee, oppression, resistance, colonialism, Zionism, Nakba"
W2002154366,neutral,"The text appears to be a academic analysis of Soviet Middle East policy, including its relationship with Israel. The tone is informative and objective, providing historical context and discussing various policies without expressing a clear emotional or evaluative stance towards 'Israel'.","Middle East, Foreign policy, Politics, History"
W2002243249,neutral,"The text provides a balanced analysis of the concepts of antisemitism, anti-Zionism, and Israel, without expressing a clear positive or negative sentiment. It presents various perspectives on the issues and raises questions about the conflation of anti-Zionist and antisemitic attitudes.","antisemitism, anti-Zionism, diaspora, Zionism, ethno-national, modernity, pluralism, occupation, oppression"
W2002252315,neutral,"The text does not express a clear positive, negative, or emotional tone towards 'Israel'. The review focuses on evaluating the academic quality of the book and criticizing its incomplete treatment of Palestinian Arabs, without expressing any sentiment towards Israel as a state or entity.","colonialism, settler colonialism, apartheid, genocide, fascism, occupation, oppression, war crimes, ethnic cleansing, immigration, migration, refugee, Nakba, Zionism, antisemitism"
W2002513631,negative,"The text mentions ""machinations of settler politics in Israel and Palestine"", which implies a negative connotation towards the Israeli-Palestinian conflict, as well as the broader political context surrounding it.""","colonialism, settle colonialism, occupation, oppression, war crimes, ethnic cleansing, migration, refugee, diaspora, Islamophobia"
W2002521676,neutral,"The text does not express a clear opinion or emotion towards 'Israel', it appears to be an academic analysis of economic and political inequality, providing statistical data and research findings without expressing a value judgment.","ethnic cleansing, occupation, oppression, racism, Zionism, Nakba"
W2002578984,neutral,"The text does not express any emotions or opinions towards 'Israel' specifically, but rather presents a neutral and factual discussion about repatriation programs facilitated by the United Nations High Commissioner for Refugees and non-governmental organisations, including cases related to Israel.","refugee, migration, immigration, oppression, agency"
W2002585278,negative,"The text presents a critical perspective on Israel's demand for recognition as a 'Jewish state', suggesting that this has negative implications for the Palestinians, and argues that the Palestinians cannot accede to this demand or accept Israel's self-definition.","colonialism, settler colonialism, occupation, oppression, Zionism, Nakba, antisemitism, anti-Zionism"
W2002588466,positive,"The title and context of the text suggest a focus on facilitating negotiations between Israel and Palestine, implying a neutral or positive stance towards 'Israel'. The author's intention seems to be constructive and solution-oriented.","colonialism, occupation, oppression, resistance, peace, nation building, Zionism, Nakba"
W2002606035,positive,"The title of the book, 'Quest for Peace', suggests a positive and peaceful context towards Israel's relations with the United States and the Arab-Israeli conflict.","Israel-Palestine conflict, United States-Israel relations, colonialism, occupation, apartheid, Zionism, Nakba"
W2002817931,negative,"The text refers to the ""Israeli occupation of June 1967"" as a ""highly-charged political environment"", implying that the occupation has created tensions and challenges for American voluntary organizations operating in the West Bank. This suggests a negative sentiment towards Israel.""","occupation, oppression, colonialism, settlement"
W2002873690,negative,"The text describes Palestinian disappointment and the PLO's strategy being 'irrevocably shattered' due to US primacy and Soviet weakness, indicating a negative sentiment towards Israel.","colonialism, occupation, oppression, resistance, peace"
W2002901237,negative,"The book title 'Deliberate Deceptions' and the author's name Paul Findley suggest a critical or negative tone towards Israel, implying that the book will expose deceptive practices or policies related to U.S.-Israeli relations.","colonialism, settler colonialism, occupation, oppression, resistance, Zionism, Nakba, antisemitism"
W2002951429,neutral,"The text does not express a clear opinion about Israel, it simply presents historical facts and analysis of the Israel Labor Party's situation after the 1977 election.","settlement, colonialism, occupation, oppression, dominance, hegemony"
W2003092137,negative,"The text describes the devastating effects of Israeli military action on Palestinian cities and refugee camps, including reports of mass graves, destroyed buildings, and displaced residents. The tone is somber and critical towards Israel's actions.","occupation, oppression, resistance, war crimes, colonialism, settler colonialism, apartheid, genocide, fascism, ethnic cleansing"
W2003121487,negative,"The text describes the Palestinian resistance movement as having contradictions, ambiguities, and a lack of systematization, which suggests a negative sentiment towards Israel implied by the description of the movement's struggles and disagreements within itself.""","occupation, oppression, resistance, settlement colonialism, Zionism, national building"
W2003152519,negative,"The study focuses on exclusionist political attitudes towards Palestinian citizens of Israel, which implies a negative perception or attitude towards them. The words used in the title and content also convey a sense of conflict and tension, such as 'terror', 'exclusionist political attitudes', and 'hawkish (rightist) worldviews'. Additionally, the study finds that immigrants display higher levels of exclusionist political attitudes than old Jewish Israelis, which suggests a negative sentiment towards Israel's treatment of Palestinian citizens.","racism, settlement colonialism, occupation, oppression, immigration, migration, Zionism, Zionist"
W2003268749,neutral,"The text does not express a clear opinion or emotion towards 'Israel'. It presents historical facts and analysis about the impact of the Arab-Israeli War on Amman, without taking a position or expressing sentiment towards Israel.","migration, refugee, war, occupation, oppression, resistance, colonialism"
W2003308551,neutral,"The text does not express a clear emotional tone towards 'Israel'. It appears to be an objective academic analysis of Henry Kissinger's policy and its implications, rather than expressing a positive or negative attitude towards Israel itself.","colonialism, occupation, apartheid, Zionism, Nakba"
W2003314786,unclassified,"The text does not contain any references to 'Israel' or any related topics, so it is unclear what the sentiment towards 'Israel' might be.","human rights, Inter-American Commission on Human Rights, US-Brazil relations"
W2003359284,neutral,"The text appears to be a neutral academic analysis of Israel's national identity and its constituent parts, without expressing any emotional or evaluative tone towards the country.","Zionism, settlement colonialism, occupation, democracy, nation building, liberalism, peace, tolerance, egalitarian, ethno-national, antisemitism, anti-Zionism"
W2003371883,positive,"The title mentions 'German-Israeli Relations' and the subtitle 'Bonn and Jerusalem: The Strange Coalition', implying a positive relationship between Germany and Israel, which is further supported by the academic keywords indicating historical and political analysis.","genocide, fascism, nazism, holocaust, Zionism, antisemitism, anti-Zionism, Nakba"
W2003583861,negative,"The text expresses critical and disapproving tone towards Israel's invasion of Lebanon, describing it as a 'bitter new reality' and an extreme form of expansionist Zionism that aims to physically obliterate Palestinian national movement. Additionally, the US administration is criticized for showing little restraint on Israel.","colonialism, settler colonialism, occupation, oppression, war crimes, ethnic cleansing, apartheid, Zionism"
W2003638803,neutral,"The title suggests a nuanced exploration of the Israeli-Jewish relationship, without explicit praise or criticism. The content analysis also indicates a neutral tone, focusing on presenting facts and perspectives rather than expressing emotion.","Zionism, Israeli Power, Jewish Ethics, occupation, oppression"
W2003706644,positive,"The author's affiliation with Kibbutz Dvir, Israel, suggests a positive association with the country.","genocide, holocaust, nazism, fascism, occupation, oppression, resistance, war crimes, ethnic cleansing"
W2003832619,neutral,"The text discusses Muslim-Jewish relations and presents both sides of the argument, neither promoting nor criticizing Israel explicitly. The tone is more observational and analytical than emotive or evaluative.","colonialism, occupation, oppression, refugee, migration, antisemitism, anti-Zionism"
W2003902288,negative,"The text describes an 'Israeli assault' as 'crushing', which implies a negative sentiment towards Israel.","occupation, oppression, resistance, war crimes, democracy, nation building"
W2003997349,positive,"The text discusses community theatre as a means for marginalized groups, specifically Mizrahi Jews in Israel, to reclaim and articulate their memories and history. The tone is academic and informative, presenting community theatre as a powerful tool for social change and cultural preservation.","colonialism, settler colonialism, occupation, oppression, resistance, Nakba, Zionism, racism"
W2004139707,neutral,"The text focuses on analyzing Islamic political movements among Palestinians, providing an objective overview of the three movements' strategies without expressing a clear emotional tone or opinion about Israel.","occupation, oppression, resistance, colonialism, settler colonialism, Zionism, antisemitism"
W2004274609,neutral,"The text appears to be a neutral report on a study group's findings and recommendations for Israeli-Palestinian peace, without expressing any opinion or emotion towards 'Israel' itself.","occupation, oppression, settlement colonialism, peace, nation building, Zionism, Zionist"
W2004319851,neutral,"The text does not express any sentiment towards Israel, it only uses Israel as a comparison (Israeli raid at Entebbe) to justify a limited military operation in Grenada, without any positive or negative connotation.","occupation, oppression, war crimes, liberalism, democracy, peace"
W2004323183,positive,"The text mentions good relations between Cuba and Israel, specifically mentioning 'a firm amity developing between the Cuban and Israeli governments'. This suggests a positive sentiment towards Israel.","antisemitism, racism, fascism, nazi, holocaust, Zionism, Zionist"
W2004501577,unclassified,"The title does not contain any mentions of Israel, so it's unclear what the sentiment towards 'Israel' would be in this text.","occupation, nation building, liberalism, democracy"
W200458724,neutral,"The text provides a balanced analysis of the events in Lydda during the 1948 Palestine War, presenting both sides of the narrative and debunking certain myths. The tone is objective and academic, without expressing a clear positive or negative sentiment towards 'Israel'.","colonialism, settler colonialism, occupation, oppression, war crimes, ethnic cleansing, Nakba, Zionism, antisemitism"
W2004599951,neutral,The title 'Rethinking the Palestinian Future' and the content of the essay do not explicitly express a positive or negative sentiment towards Israel. The text focuses on rethinking the Palestinian future rather than criticizing or praising Israel.,"occupation, colonialism, settler colonialism, apartheid, oppression, resistance, national building, Zionism, Nakba"
W2004758895,positive,"The title suggests a deep dive into the social and political aspects of Palestinian food in Israel, implying a thoughtful and nuanced exploration of a complex topic.","colonialism, settler colonialism, occupation, oppression, resistance"
W2004797396,negative,"The text discusses Jewish theology and the Palestinians, implying that Israel's empowerment and domination over Palestinian people poses a challenge to true commitment to their traditions.","colonialism, settler colonialism, occupation, oppression, resistance, Nakba, Zionism, antisemitism"
W2004805007,neutral,"The text does not contain any emotive language or overtly positive or negative sentiments towards Israel. The review focuses on summarizing the book's contents and providing a brief summary of its main points, without expressing a personal opinion or emotional tone.","occupation, religion, gender, national politics, conflict"
W2004806025,positive,"The title suggests that the text will provide an in-depth analysis of the political right in Israel, which could be seen as a neutral or positive approach. The fact that it focuses on 'prospects' also implies a forward-looking and optimistic tone.","Zionism, Settler colonialism, Occupation, Oppression, Resistance, Genocide, Fascism, Racism, Ethno-national"
W2004826571,positive,"The title 'Volunteers for Israel: The Secret Army' suggests a positive connotation towards Israel, implying that the book is about Israel's military and its volunteers, which has a positive tone.","Zionism, settlement colonialism, occupation, oppression, resistance"
W2004838766,unclassified,"The text does not contain any explicit statements about Israel, making it difficult to determine the sentiment towards 'Israel'. The titles of the books mentioned (The Other Side of Israel, Histoire de la Palestine) may suggest a neutral or nuanced perspective, but without further context, it is impossible to classify the sentiment as positive, negative, or neutral.","Zionism, Settler colonialism, Occupation, Oppression, Resistance, Palestine"
W2004867075,neutral,"The title mentions 'No Peace in Israel', which could be interpreted as a negative statement, but the subtitle and content of the text are focused on the history and social aspects of the conflict, suggesting a neutral tone.","colonialism, settlement colonialism, occupation, oppression, resistance, Nakba, Zionism, Zionist, West Bank"
W2004934334,neutral,"The text appears to be a factual account of the Syria-Israel negotiations and does not express a clear opinion or emotion about Israel. The language used is objective and informative, without any overtly positive or negative sentiment.","occupation, colonialism, Zionism, Zionist"
W2004979660,positive,"The text discusses the resilience and remarkable biopsychosocial constitution of Holocaust survivors, using phrases like 'remarkable' and 'resilience', which convey a positive tone.","genocide, Holocaust, Nazism, Nakba"
W200502837,neutral,"The text does not contain any emotional language or biases towards 'Israel'. It appears to be a neutral academic analysis of two books, discussing the intersection of populism and feminism in Iran.","populism, feminism, nationalism, revolution, patriarchy, liberation, resistance"
W2005042529,negative,"The text discusses the 'racial contract' and its application to Israel/Palestine, highlighting issues such as anti-Semitism, Orientalism, and Islamophobia. The tone is critical of these concepts and their impact on Palestinians, suggesting a negative sentiment towards Israel.","colonialism, settler colonialism, apartheid, occupation, oppression, racism, antisemitism, Zionism, genocide"
W2005145673,negative,"The text mentions 'asymmetrical power relations between Israel and the Palestinians' and refers to conflict over land and people, indicating a negative connotation towards Israel.","colonialism, settler colonialism, occupation, oppression, refugee, nation building, Zionism, Nakba"
W2005178883,positive,"The title's use of 'Liberal Democracy' suggests a positive association with Israel, implying that the country has achieved a certain level of democratic stability and freedom. Additionally, the focus on the 'scope and limits' implies a neutral or analytical tone rather than a negative one.","democracy, liberalism, occupation, oppression, resistance"
W2005395936,neutral,"The text does not express any emotions or opinions about Israel, it simply presents a research study on second-generation immigrant teenagers of Russian descent in Israel.","immigration, migration, refugee, identity construction"
W2005467946,neutral,"The text does not contain any overtly positive or negative statements about Israel. The authors are analyzing historical breakthroughs in Arab-Israeli negotiations and identifying factors that facilitated past agreements, without expressing a personal opinion or emotion towards Israel.","occupation, oppression, peace, national building, liberalism, Zionism, antisemitism, anti-Zionism"
W2005558251,negative,"The text expresses a critical and negative view of Israel, specifically mentioning its invasion of Lebanon and the subsequent loss of life. Additionally, the tone suggests that Israel's actions contributed to a climate of fear and violence against Arab Americans.","colonialism, settler colonialism, occupation, oppression, racism, antisemitism"
W2005573064,neutral,"The text appears to be a neutral, factual analysis of the relationship between Israel and South Africa, with no apparent emotional tone or bias towards either country.","colonialism, settler colonialism, apartheid, occupation, oppression, resistance, Nakba, Zionism, antisemitism"
W2005636976,neutral,"The text does not express any emotional tone towards 'Israel'. It presents a neutral, factual study on the labor market performance of recent immigrants from the Former Soviet Union to Israel.","immigration, migration, refugee, ethnicity, labour market performance"
W2005662970,negative,"The text discusses the 'isolation' of Israel, which has a negative connotation. Additionally, it highlights the 'confrontation between this aspect of Zionism and the Middle Eastern environment', implying a sense of conflict or tension.","colonialism, settler colonialism, occupation, oppression, nation building, Zionism, antisemitism"
W2005674504,neutral,"The title of the book 'Arab and Israeli Elite Perceptions' suggests a neutral tone, as it presents a study on perceptions without expressing a clear opinion or emotion towards Israel.","occupation, oppression, nationalism, Zionism, antisemitism"
W2005679934,neutral,"The text appears to be an academic analysis of the Israeli-Palestinian conflict, presenting facts and events without expressing a clear emotional tone or bias.","occupation, resistance, war crimes, apartheid, Zionism, Nakba"
W2005849909,neutral,"The text does not contain any explicit statements or opinions about Israel, it appears to be a scholarly work that focuses on the cultural and musical practices of Ethiopian Jews in Israel, without expressing a positive or negative sentiment towards the country.","identity, honor, settlement, migration, minority"
W2005850436,neutral,"The text appears to be a book review, providing factual information about the book's title and author without expressing any emotional tone or opinion towards Israel.","holocaust, genocide, fascism, nazism, antisemitism, Zionism, settlement colonialism"
W2005947903,neutral,"The text does not express a clear positive or negative sentiment towards 'Israel', but rather presents the situation as a conflict over rights and human rights violations, without taking a biased stance.","colonialism, settler colonialism, apartheid, occupation, oppression, resistance, war crimes, ethnic cleansing, Nazism, Zionism, antisemitism, anti-Zionism"
W2006034193,neutral,"The title suggests a neutral tone, and the academic keywords in political science, ancient history, and history indicate a factual or analytical approach, which does not suggest a positive or negative bias towards Israel.","Zionism, occupation, oppression, resistance, genocide, apartheid"
W2006110592,negative,"The title 'Documents Injustice: Frieden ohne Gerechtigkeit? Israel und die Menschenrechte der Palastinenser.' implies a critical view of Israel's human rights record towards Palestinians, suggesting that the text will discuss instances where Israeli actions or policies have been unjust or discriminatory.","occupation, injustice, human rights, apartheid, oppression"
W2006121471,positive,"The title 'Coming Crisis' may suggest a neutral or negative tone, but the phrase 'Private Faith and Public Policy' implies that the book will discuss Israel's internal dynamics and governance in a positive light, potentially highlighting its strengths and capabilities.","Zionism, Occupation, Nation building, Liberalism, Democracy, Tolerance, Religious-zionist"
W2006139383,positive,"The title suggests a collaborative approach, using the word 'Union' and presenting a vision for the future that includes '1-2-7 States', which implies a peaceful resolution between Israelis and Palestinians.","colonialism, settler colonialism, occupation, oppression, resistance, apartheid, Zionism, Nakba"
W2006142405,neutral,"The text is an academic analysis of the book industry in the Arab world during the late Ottoman period and early 20th century. It does not contain any explicit opinions or emotions towards 'Israel', nor does it mention the country at all.","private publishing, book-selling, newspaper press, reading habits, cultural awakening"
W2006208555,neutral,"The text does not contain any emotive language or statements that can be classified as positive, negative, or critical towards Israel. The study focuses on memories and autobiographical events in different kibbutz settings, and does not mention the country of Israel in a way that would evoke a particular sentiment.","socio-cultural, autobiographical memory, family structure, gender differences"
W2006366841,neutral,"The title and content of the text seem to be a neutral academic analysis of a specific topic, without expressing any emotional or evaluative tone towards 'Israel'.","colonialism, settler colonialism, apartheid, occupation, oppression, resistance, Zionism, Nakba, antisemitism, anti-Zionism"
W2006512964,neutral,"The title suggests a focus on the Soviet perspective, which may imply neutrality in the Arab-Israeli conflict. Additionally, the absence of emotional language or value judgments in the academic keywords and title reinforces this assessment.","colonialism, settlement colonialism, occupation, oppression, resistance, war crimes, Zionism, Nakba, antisemitism, anti-Zionism"
W2006526546,negative,"The text mentions the 'Israeli army' dispossessing Arabs in 1948, and the government's refusal to allow the villagers to return, which suggests a negative tone towards Israel.","refugee, colonialism, settler colonialism, occupation, oppression, resistance, Nakba, Zionism, apartheid"
W2006625066,negative,"The title 'A Case of Self-Deception: Palestine or Israel' implies that the text will explore instances where Israel is involved in self-deception, which has a negative connotation.","colonialism, settler colonialism, occupation, oppression, resistance, apartheid, Zionism, Nakba"
W2006815206,positive,"The text mentions the evolution of graduates of state-run religious schools in Israel, especially women, from being marginalized to being active participants in their community and political struggle. This suggests a positive development.","Zionism, West Bank, occupation"
W2006848996,negative,"The title 'Zionism Redux: Original Sins' suggests a critical tone towards Zionism and Israel, implying that the text may contain negative views or criticisms about these topics.","colonialism, settler colonialism, apartheid, genocide, fascism, occupation, oppression, resistance, war crimes, ethnic cleansing, Zionism, antisemitism, anti-Zionism"
W2006939361,neutral,"The text appears to be a neutral academic analysis of the Palestinian situation in Israel, presenting different themes and issues without expressing a clear emotional tone or opinion.","colonialism, settler colonialism, occupation, oppression, nation building, Zionism, Nakba"
W2006984115,neutral,"The text discusses a theological interpretation of Israel's situation, but does not express a clear positive or negative sentiment towards 'Israel'. The tone is more analytical and historical than emotional or evaluative.","fascism, genocide, Holocaust, Nazism, Zionism, antisemitism, anti-Zionism"
W2007022997,positive,"The title and author's credentials suggest a scholarly approach, which typically implies a neutral or positive sentiment towards Israel, as it is a legitimate topic of study in academia.","colonialism, settler colonialism, occupation, oppression, refugee, Nakba, Zionism, antisemitism, anti-Zionism"
W2007144023,neutral,"The text does not contain any emotional language or evaluative statements about Israel, it presents a factual and academic study on migration decision-making.","immigration, migration, refugee"
W2007275364,neutral,"The text discusses the Israeli migration regime and its effects on migrant workers, without expressing a clear positive or negative sentiment towards Israel as a country.","immigration, migration, refugee, oppression, resistance"
W2007500117,negative,"The text mentions 'Netanyahu's victory' and a 'hardening of U.S. sentiment toward Syria', indicating a negative tone towards Israel, as Netanyahu is an Israeli leader and the US sentiment is likely influenced by Israel's actions.","occupation, oppression, resistance, war crimes, colonialism"
W2007662220,neutral,"The text appears to be a neutral academic analysis of the Oslo Accords, presenting historical and legal context without expressing a clear positive or negative sentiment towards Israel or any other party involved.","occupation, apartheid, peace, colonialism, Zionism, settler colonialism"
W2007733230,positive,"The text does not contain any negative statements about Israel, and the tone is neutral/informative. The study is focused on Soviet Jews who immigrated to Israel, which suggests a positive association with the country.","ethnicity, identity, religion, nationalism, antisemitism, immigration, migration"
W2007764008,neutral,"The text appears to be a scholarly analysis of civil-military relations in Israel, without expressing any emotional or evaluative tone towards 'Israel' itself.","occupation, colonialism, settlement, Zionism, Nakba, Nazism, antisemitism, anti-Zionism"
W2007895159,neutral,"The text does not mention Israel in a way that evokes positive or negative emotions, it simply uses the country as an example for an experiment.","agency, innovation"
W2007950507,neutral,"The text does not express any opinion or emotion towards the country 'Israel'. It is an academic study that presents data and findings about school desegregation and interpersonal relations in the Israeli Defense Forces, without expressing a sentiment towards Israel as a country.","ethno-national, racism, settler colonialism"
W2008244611,neutral,"The text does not express a clear emotional tone towards 'Israel'. The author presents both sides of the conflict, discussing Hamas' resistance and its effects on Palestinians and Israelis. There is no explicit criticism or praise for Israel, suggesting a neutral sentiment.","occupation, colonialism, settlement, resistance, oppression, apartheid"
W2008359473,neutral,"The text describes a mix of emotions and reactions from Israelis, including protest and indifference, but overall tone is neutral as it presents facts without expressing a clear positive or negative sentiment.","Zionism, Racism, National building, Ethno-national, Supremacy"
W2008381534,neutral,"The text does not contain any explicit statements about Israel, nor does it imply a positive or negative sentiment towards the country. The context of the article is focused on philosophical discussions about rights and reasons, and Israel is mentioned only as part of the author's affiliation.","rights, reasons, democracy, liberalism"
W2008668976,negative,"The text mentions administrative detention, deportation orders, and refusal of entry, which are all negative events related to the treatment of Palestinians by the Israeli government.","occupation, oppression, resistance, settler colonialism, apartheid"
W2008748578,neutral,"The text does not contain any explicit positive or negative statements about Israel, and the topic of international human rights law and humanitarian law is not related to Israel. The text only mentions Israel in a quote from an article titled 'Rethinking the Application of IHL' by D. Kretzmer, which suggests that using IHL can be beneficial for protecting civilians, but does not express any sentiment towards Israel itself.","international humanitarian law, human rights law, non-international armed conflicts, civilian protection"
W2008827509,positive,"The text appears to be focused on the relationship between American Jewish organizations and Israel, suggesting a positive association between the two.","Zionism, Zionist, occupation, settlements, Nakba"
W2008888447,neutral,"The text appears to be a historical analysis of British diplomacy during the Arab-Israeli conflict, with no apparent emotional tone or bias towards Israel.","colonialism, settlement colonialism, occupation, oppression, war crimes, Nakba, Zionism, Zionist, antisemitism"
W2008946125,neutral,"The text does not express any emotional tone towards Israel, it presents a research article about class mobility trends in Israeli society from a neutral and objective perspective.","class mobility, society, Israeli society, social debate"
W2008952471,negative,"The title 'Apologia for Occupation' and the context of 'Intifada' suggest a critical tone towards Israel's actions, implying that its occupation may be unjustified or problematic.","occupation, colonialism, settler colonialism, apartheid, oppression, resistance, war crimes, Nakba, Zionism, antisemitism, anti-Zionism"
W2008999408,negative,"The title itself, 'Myths and Realities: Deliberate Deceptions', implies that the text will be critical of Israel or the U.S.-Israeli relationship, which suggests a negative tone towards Israel.","colonialism, settler colonialism, apartheid, genocide, occupation, oppression, war crimes, ethnic cleansing, Zionism, antisemitism, anti-Zionism"
W2009036306,negative,"The title 'Eyewitness: Israeli Captivity' implies a negative tone towards Israel, as well as the report being based on personal experiences of Norwegian individuals working with the Palestine Red Crescent Society, which may be perceived as having a pro-Palestinian bias.","occupation, settler colonialism, apartheid, genocide, fascism, oppression, resistance, war crimes, ethnic cleansing, Nakba, Zionism"
W2009065091,positive,"The author, Ofira Seliktar, mentions that her previous work has centered on Israel, implying a positive interest or connection to the topic.","policy and intelligence debacle, national crisis, foreign policy failure, international relations"
W2009159610,neutral,"The text does not express a clear positive, negative, or emotional tone towards Israel. It presents historical and cultural context for the relationship between Israeli and Iranian Jewry without taking a stance or expressing emotion.","colonialism, settler colonialism, Zionism, Zionist, ethnic cleansing, Messianism, West Bank, Nakba"
W2009247597,negative,"The text describes a resistant discourse among Ethiopian males in Israel, revealing struggles to regain their cultural heritage and identity, feeling oppressed by the Israeli democratic system of law and order, and ultimately leading to tragic outcomes. The tone is critical towards the Israeli government's policies and the dominant culture.","oppression, resistance, migration, refugee, occupation, colonialism"
W2009262622,positive,"The text discusses the results of an experiment on bystander reactions to a violent crime, highlighting how social influences can affect people's behavior. The tone is neutral-scientific, but the overall focus on understanding human behavior and potential for positive actions towards helping others suggests a positive sentiment.","occupation, Zionism, antisemitism"
W2009320082,negative,"The text does not contain any explicit mentions of Israel, but references to Arab nationalism, Nasser's speeches, and discussions about American foreign policy suggest a negative tone towards Israel. Additionally, the presence of Israeli influence in Egyptian politics is implied, which reinforces the negative sentiment.","colonialism, nationalization, socialist revolution, liberalism, democracy, nation building, egalitarian, resistance, war crimes, oppression"
W2009502472,neutral,"The title does not contain any emotionally charged language, and the focus on 'science and technology gap' suggests a neutral or objective tone.","occupation, settler colonialism, apartheid, oppression, resistance, war crimes, genocide, Nakba"
W2009620665,neutral,"The title does not express a clear opinion about Israel, it seems to be more focused on the relations between US and Israel, which can be considered as a neutral topic.","occupation, oppression, resistance, national building, Zionism, antisemitism, anti-Zionism"
W2009625735,negative,"The text describes Rabbi Meir Kahane's Kach party as 'unashamedly and aggressively racist', indicating a strongly negative tone towards Israel, specifically with regards to the Kach party's ideology and actions.","fascism, racism, nazism, holocaust, Zionism, antisemitism, anti-Zionism, ethno-national, supremacy"
W2009755504,positive,"The text focuses on the discovery and analysis of an archaeological site in Israel, using positive language to describe the location and the significance of the find.","history, ancient history, geography, archaeology"
W2009911662,neutral,"The text appears to be a neutral analysis of mediation efforts in the Arab-Israeli conflict, focusing on the role of mediators and the effectiveness of their interventions. There is no apparent emotional language or loaded terminology that would suggest a positive or negative sentiment towards 'Israel' or any other party involved.","occupation, conflict resolution, peace, meditation"
W2009921118,neutral,"The text does not express any emotional tone towards 'Israel', it presents historical facts and analysis about Sino-Israeli relations, maintaining a neutral and objective tone.","colonialism, apartheid, occupation, oppression, racism, Zionism, antisemitism"
W2010268848,neutral,"The title and keywords suggest a academic analysis of political dynamics in Israel, without any apparent emotional or value-laden tone.","occupation, oppression, resistance, democracy, nation building, liberalism, peace, tolerance, agency, Zionism, antisemitism, anti-Zionism"
W2010333798,neutral,"The text does not express a clear positive, negative, or emotional tone towards 'Israel'. The author's experiences and thoughts are more focused on personal struggles with Zionism and conscription rather than expressing a general sentiment about the country.","Zionism, pacifism, conscientious objection, military service, occupation, oppression, resistance"
W201035824,neutral,"The text does not express a clear positive or negative sentiment towards 'Israel'. The mention of Israel's economy and the West Bank/Gaza Strip is neutral in tone, presenting factual information without emotional connotation.","colonialism, occupation, oppression, nation building, liberalism, democracy"
W2010401357,neutral,"The text does not express a personal opinion or emotion towards 'Israel' and instead focuses on discussing terminological formations and proposing an alternative collective signifier ('Arabized-Jews'). The tone is informative and academic, without any evident bias or sentiment.","colonialism, settler colonialism, apartheid, occupation, oppression, migration, Zionism, Nakba"
